fid,FID_RR1826,track,VxCount,Gauge,RRname,InOpBy,ExactDate,FIDAll,Edited,Miles,FID_1900St,STATENAM,length_m
"800","77993",35.7305,"44",0,,"1911","0","0","0",35.731,"33",North Dakota,57351.198
"803","77996",21.0315,"26",0,,"1911","0","0","0",21.032,"33",North Dakota,33839.555
"804","77997",5.42762,"13",0,,"1911","0","0","0",5.428,"33",North Dakota,8549.723
"805","77998",10.2098,"34",0,,"1911","0","0","0",10.21,"40",South Dakota,16356.525
"806","77999",13.831,"9",0,,"1911","0","0","0",13.831,"40",South Dakota,22217.16
"807","78000",9.80763,"12",0,,"1911","0","0","0",9.808,"40",South Dakota,12592.416
"808","78009",103.18,"107",0,,"1911","0","0","0",41.132,"26",Nebraska,66334.771
"809","78009",103.18,"107",0,,"1911","0","0","0",62.048,"40",South Dakota,99995.893
"810","78010",9.09304,"16",0,,"1911","0","0","0",9.093,"26",Nebraska,14642.538
"811","78011",9.6756,"15",0,,"1911","0","0","0",9.676,"26",Nebraska,15483.289
"812","78013",31.4953,"59",0,,"1911","0","0","0",31.495,"40",South Dakota,50509.209
"813","78014",23.5566,"22",0,,"1911","0","0","0",23.557,"40",South Dakota,37924.933
"814","78015",2.97915,"4",0,,"1911","0","0","0",2.979,"40",South Dakota,4797.243
"815","78016",2.29938,"5",0,,"1911","0","0","0",2.299,"40",South Dakota,3702.229
"821","78022",21.4645,"9",0,,"1911","0","0","0",21.464,"33",North Dakota,33961.886
"822","78022",21.4645,"9",0,,"1911","0","0","0",21.464,"33",North Dakota,33961.886
"823","78023",27.3083,"12",0,,"1911","0","0","0",27.308,"40",South Dakota,43724.725
"824","78023",27.3083,"12",0,,"1911","0","0","0",27.308,"40",South Dakota,43724.725
"825","78023",27.3083,"12",0,,"1911","0","0","0",27.308,"40",South Dakota,43724.725
"826","78023",27.3083,"12",0,,"1911","0","0","0",27.308,"40",South Dakota,43724.725
"827","78023",27.3083,"12",0,,"1911","0","0","0",27.308,"40",South Dakota,43724.725
"828","78023",27.3083,"12",0,,"1911","0","0","0",27.308,"40",South Dakota,43724.725
"829","78023",27.3083,"12",0,,"1911","0","0","0",27.308,"40",South Dakota,43724.725
"830","78024",6.29203,"4",0,,"1911","0","0","0",6.292,"40",South Dakota,10135.228
"831","78024",6.29203,"4",0,,"1911","0","0","0",6.292,"40",South Dakota,10135.228
"832","78025",5.4924,"3",0,,"1911","0","0","0",5.492,"40",South Dakota,8846.927
"833","78026",19.8665,"13",0,,"1911","0","0","0",19.867,"40",South Dakota,31994.409
"834","78027",19.0567,"10",0,,"1911","0","0","0",19.057,"40",South Dakota,30640.318
"835","78028",3.98543,"9",0,,"1911","0","0","0",3.985,"40",South Dakota,6265.919
"836","78028",3.98543,"9",0,,"1911","0","0","0",3.985,"40",South Dakota,6265.919
"837","78029",11.4102,"7",0,,"1911","0","0","0",11.41,"40",South Dakota,18411.183
"838","78053",17.5258,"25",0,,"1911","0","0","0",17.526,"40",South Dakota,28085.461
"839","78054",3.33094,"4",0,,"1911","0","0","0",3.331,"40",South Dakota,5323.939
"840","78055",13.484,"21",0,,"1911","0","0","0",13.484,"40",South Dakota,21647.847
"841","78056",5.30402,"10",0,,"1911","0","0","0",5.304,"40",South Dakota,8542.009
"842","78057",6.29086,"17",0,,"1911","0","0","0",6.291,"40",South Dakota,10045.107
"846","78061",25.4404,"24",0,,"1911","0","0","0",25.44,"40",South Dakota,40671.329
"848","78062",20.4663,"21",0,,"1911","0","0","0",20.466,"40",South Dakota,32834.605
"849","78063",9.14557,"9",0,,"1911","0","0","0",9.146,"40",South Dakota,14683.721
"850","78064",6.89942,"12",0,,"1911","0","0","0",6.899,"40",South Dakota,10974.325
"851","78065",20.9154,"24",0,,"1911","0","0","0",20.915,"40",South Dakota,33281.773
"852","78066",6.19723,"7",0,,"1911","0","0","0",6.197,"40",South Dakota,9831.821
"854","78069",8.24507,"11",0,,"1911","0","0","0",8.245,"26",Nebraska,13252.172
"855","78070",14.7821,"23",0,,"1911","0","0","0",14.782,"26",Nebraska,23830.461
"856","78121",3.38824,"12",0,,"1911","0","0","0",3.388,"26",Nebraska,5463.402
"857","78122",13.6011,"43",0,,"1911","0","0","0",13.601,"26",Nebraska,21809.85
"879","34572",8.39117,"16",0,,"1877","0","0","0",8.391,"26",Nebraska,13415.492
"881","34981",9.10559,"10",0,,"1877","0","0","0",9.106,"26",Nebraska,14496.61
"884","42305",5.72047,"12",0,,"1881","0","0","0",5.72,"26",Nebraska,9132.425
"885","42306",9.51548,"27",0,,"1881","0","0","0",9.515,"26",Nebraska,15267.527
"920","58205",1.28979,"2",0,,"1889","0","0","0",1.29,"40",South Dakota,1930.484
"921","58248",14.1963,"20",0,,"1889","0","0","0",5.941,"40",South Dakota,9531.969
"931","32173",7.2471,"18",0,,"1877","0","0","0",7.247,"26",Nebraska,2778.08
"932","32173",7.2471,"18",0,,"1877","0","0","0",7.247,"26",Nebraska,2778.08
"934","34580",19.6687,"26",0,,"1877","0","0","0",11.274,"40",South Dakota,18146.592
"935","42287",19.4276,"34",0,,"1881","0","0","0",19.428,"26",Nebraska,31166.992
"936","42304",18.5131,"18",0,,"1881","0","0","0",18.513,"26",Nebraska,29037.588
"937","42309",13.4272,"20",0,,"1881","0","0","0",11.047,"40",South Dakota,17780.248
"948","58204",15.1847,"24",0,,"1889","0","0","0",15.185,"40",South Dakota,24284.237
"949","58209",13.2026,"12",0,,"1889","0","0","0",3.029,"40",South Dakota,4881.166
