GISJOIN,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area
G48002032,"48","02032","02805849","4802032",Allison,Allison CDP,"57",U1,N,N,G4210,S,5276664.00000000000,0.00000000000,"+35.6119797","-100.1115395",9747.11991052000,5276661.14164999966
G48003372,"48","03372","02409713","4803372",Anson,Anson city,"25",C1,N,N,G4110,A,7149487.00000000000,8855.00000000000,"+32.7545109","-099.8961752",13319.41812520000,7158338.65792000014
G48004408,"48","04408","02411650","4804408",Aspermont,Aspermont town,"43",C1,N,N,G4110,A,5320616.00000000000,47365.00000000000,"+33.1409213","-100.2248667",12039.16300140000,5367977.07247999962
G48007636,"48","07636","02409834","4807636",Benjamin,Benjamin city,"25",C1,N,N,G4110,A,2722373.00000000000,0.00000000000,"+33.5836062","-099.7929315",6710.54270150000,2722375.17138000019
G48011572,"48","11572","02805835","4811572",Bushland,Bushland CDP,"57",U1,N,N,G4210,S,15474234.00000000000,2481.00000000000,"+35.2029048","-102.0590017",17540.94998160000,15476714.95610000193
G48011644,"48","11644","02409951","4811644",Byers,Byers city,"25",C1,N,N,G4110,A,2575193.00000000000,56194.00000000000,"+34.0691712","-098.1909308",9996.15781425000,2631387.62312000012
G48014680,"48","14680","02409450","4814680",Chillicothe,Chillicothe city,"25",C1,N,N,G4110,A,2643204.00000000000,353.00000000000,"+34.2557406","-099.5141420",9678.29669947000,2643561.53231000016
G48017768,"48","17768","02410267","4817768",Crosbyton,Crosbyton city,"25",C1,N,N,G4110,A,5466242.00000000000,0.00000000000,"+33.6412979","-101.2377197",24579.00518310000,5466242.29377999995
G48017948,"48","17948","02410269","4817948",Crowell,Crowell city,"25",C1,N,N,G4110,A,4883719.00000000000,4491.00000000000,"+33.9835614","-099.7243743",9064.11892836000,4888217.10914999992
G48020716,"48","20716","02412437","4820716",Dodson,Dodson town,"43",C1,N,N,G4110,A,1579552.00000000000,0.00000000000,"+34.7653751","-100.0204190",5484.59659224000,1579554.51246999996
G48024636,"48","24636","02412602","4824636",Estelline,Estelline town,"43",C1,N,N,G4110,A,1898617.00000000000,0.00000000000,"+34.5469937","-100.4399381",6006.94298252000,1898617.29111000011
G48026268,"48","26268","02410514","4826268",Floydada,Floydada city,"25",C1,N,N,G4110,A,5264667.00000000000,0.00000000000,"+33.9835140","-101.3368021",13405.97083660000,5264666.80489000026
G48029612,"48","29612","02408294","4829612",Girard,Girard CDP,"57",U1,N,N,G4210,S,3759285.00000000000,0.00000000000,"+33.3634999","-100.6596914",9317.27964270000,3759284.47942999983
G48030296,"48","30296","02410624","4830296",Goree,Goree city,"25",C1,N,N,G4110,A,3754946.00000000000,0.00000000000,"+33.4679647","-099.5236213",7759.27054783000,3754942.64015999995
G48031292,"48","31292","02412711","4831292",Groom,Groom town,"43",C1,N,N,G4110,A,1927510.00000000000,567.00000000000,"+35.2076507","-101.1055331",8436.24149622000,1928078.34168000007
G48031412,"48","31412","02410671","4831412",Gruver,Gruver city,"25",C1,N,N,G4110,A,2852696.00000000000,0.00000000000,"+36.2604935","-101.4071215",13902.01890740000,2852690.50014000013
G48031964,"48","31964","02410695","4831964",Hamlin,Hamlin city,"25",C1,N,N,G4110,A,13694065.00000000000,27257.00000000000,"+32.8899871","-100.1324995",20555.33052420000,13721320.21680000052
G48032696,"48","32696","02410712","4832696",Haskell,Haskell city,"25",C1,N,N,G4110,A,9318043.00000000000,0.00000000000,"+33.1597745","-099.7320319",15880.13674580000,9318039.65857000090
G48032840,"48","32840","02410719","4832840",Hawley,Hawley city,"25",C1,N,N,G4110,A,7588852.00000000000,19129.00000000000,"+32.6066961","-099.8101634",13550.33285590000,7607973.79844999965
G48035732,"48","35732","02410093","4835732",Idalou,Idalou city,"25",C1,N,N,G4110,A,2616014.00000000000,0.00000000000,"+33.6623995","-101.6836965",8352.92663467000,2616011.42048999993
G48037468,"48","37468","02410136","4837468",Jayton,Jayton city,"25",C1,N,N,G4110,A,4394635.00000000000,0.00000000000,"+33.2501797","-100.5748684",9632.81141547000,4394631.29055999964
G48039700,"48","39700","02412844","4839700",Knox City,Knox City town,"43",C1,N,N,G4110,A,2158013.00000000000,0.00000000000,"+33.4175739","-099.8157034",8918.85478198000,2158015.68069999991
G48041164,"48","41164","02411618","4841164",Lamesa,Lamesa city,"25",C1,Y,N,G4110,A,13228239.00000000000,81129.00000000000,"+32.7333384","-101.9537729",49930.48961610000,13309364.36889999919
G48042148,"48","42148","02412888","4842148",Lefors,Lefors town,"43",C1,N,N,G4110,A,1009111.00000000000,0.00000000000,"+35.4396012","-100.8038887",4738.98964198000,1009108.39254999999
G48043252,"48","43252","02412906","4843252",Lockney,Lockney town,"43",C1,N,N,G4110,A,4009869.00000000000,0.00000000000,"+34.1230540","-101.4424716",11482.73140520000,4009864.45208000019
G48044032,"48","44032","02410874","4844032",Lorenzo,Lorenzo city,"25",C1,N,N,G4110,A,2470780.00000000000,0.00000000000,"+33.6703405","-101.5360780",8088.43445409000,2470783.00557000004
G48045048,"48","45048","02410894","4845048",Lueders,Lueders city,"25",C1,N,N,G4110,A,1527146.00000000000,0.00000000000,"+32.8004322","-099.6232173",6203.75995844000,1527151.37757000001
G48045444,"48","45444","02805778","4845444",McCaulley,McCaulley CDP,"57",U1,N,N,G4210,S,2251782.00000000000,7469.00000000000,"+32.7793407","-100.2067470",8181.17253245000,2259251.44163999986
G48045780,"48","45780","02412968","4845780",McLean,McLean town,"43",C1,N,N,G4110,A,2999766.00000000000,0.00000000000,"+35.2323392","-100.6001071",7653.00098082000,2999769.92625000002
G48047004,"48","47004","02412962","4847004",Matador,Matador town,"43",C1,N,N,G4110,A,3377820.00000000000,0.00000000000,"+34.0150839","-100.8210938",13829.59770210000,3377815.83258999977
G48047616,"48","47616","02411074","4847616",Memphis,Memphis city,"25",C1,N,N,G4110,A,5811643.00000000000,0.00000000000,"+34.7267336","-100.5416553",13354.19874920000,5811638.95229000039
G48048852,"48","48852","02411128","4848852",Mobeetie,Mobeetie city,"25",C1,N,N,G4110,A,1580938.00000000000,0.00000000000,"+35.5336885","-100.4413193",8340.71209387000,1580936.83832999994
G48049440,"48","49440","02408871","4849440",Morse,Morse CDP,"57",U1,N,N,G4210,S,1428023.00000000000,0.00000000000,"+36.0659604","-101.4769245",6694.84856536000,1428022.48898999998
G48050040,"48","50040","02411195","4850040",Munday,Munday city,"25",C1,N,N,G4110,A,3696268.00000000000,0.00000000000,"+33.4471015","-099.6239039",11420.16231940000,3696273.47447999986
G48053304,"48","53304","02411299","4853304",O'Brien,O'Brien city,"25",C1,N,N,G4110,A,1304634.00000000000,0.00000000000,"+33.3801979","-099.8438240",4614.76110736000,1304634.78894000011
G48053436,"48","53436","02411304","4853436",O'Donnell,O'Donnell city,"25",C1,N,N,G4110,A,2227932.00000000000,0.00000000000,"+32.9652021","-101.8308416",6279.96109558000,2227931.80354000023
G48054600,"48","54600","02413098","4854600",Paducah,Paducah town,"43",C1,N,N,G4110,A,3900109.00000000000,6648.00000000000,"+34.0140055","-100.3036928",9297.96493031000,3906757.07241000002
G48056996,"48","56996","02411408","4856996",Petersburg,Petersburg city,"25",C1,N,N,G4110,A,2095255.00000000000,0.00000000000,"+33.8710489","-101.5972917",8500.88985616000,2095252.00551999989
G48060356,"48","60356","02411512","4860356",Ralls,Ralls city,"25",C1,N,N,G4110,A,3494238.00000000000,0.00000000000,"+33.6787742","-101.3845912",11679.25111050000,3494229.44152999995
G48062528,"48","62528","02412558","4862528",Roaring Springs,Roaring Springs town,"43",C1,N,N,G4110,A,2749964.00000000000,0.00000000000,"+33.8991825","-100.8561415",6871.89009041000,2749963.99587000022
G48062636,"48","62636","02412559","4862636",Rochester,Rochester town,"43",C1,N,N,G4110,A,884779.00000000000,0.00000000000,"+33.3142054","-099.8565030",3955.17883167000,884779.63307800004
G48063464,"48","63464","02411004","4863464",Rotan,Rotan city,"25",C1,N,N,G4110,A,5238466.00000000000,0.00000000000,"+32.8540474","-100.4655190",10047.91897240000,5238471.11209999956
G48063752,"48","63752","02412582","4863752",Rule,Rule town,"43",C1,N,N,G4110,A,1804447.00000000000,0.00000000000,"+33.1819415","-099.8932721",8002.52778648000,1804444.45646000002
G48067160,"48","67160","02411875","4867160",Shamrock,Shamrock city,"25",C1,N,N,G4110,A,5300471.00000000000,0.00000000000,"+35.2154012","-100.2460845",20019.19875050000,5300471.25485999975
G48067904,"48","67904","02411903","4867904",Silverton,Silverton city,"25",C1,N,N,G4110,A,2603015.00000000000,0.00000000000,"+34.4713719","-101.3040487",6457.25087554000,2603012.43661000021
G48069476,"48","69476","02411950","4869476",Spearman,Spearman city,"25",C1,N,N,G4110,A,5449892.00000000000,0.00000000000,"+36.1981823","-101.1943432",16680.22516780000,5449883.41688999999
G48069848,"48","69848","02411964","4869848",Spur,Spur city,"25",C1,N,N,G4110,A,4150709.00000000000,766.00000000000,"+33.4765825","-100.8502147",23799.47157820000,4151471.85262000002
G48071636,"48","71636","02805779","4871636",Sylvester,Sylvester CDP,"57",U1,N,N,G4210,S,2289176.00000000000,5825.00000000000,"+32.7228804","-100.2499292",9237.84926356000,2295002.94511999981
G48071708,"48","71708","02412029","4871708",Tahoka,Tahoka city,"25",C1,N,N,G4110,A,6166567.00000000000,34254.00000000000,"+33.1637770","-101.7950806",13185.07946780000,6200823.51504999958
G48075188,"48","75188","02412147","4875188",Vega,Vega city,"25",C1,N,N,G4110,A,3466375.00000000000,0.00000000000,"+35.2453021","-102.4292467",12874.83512110000,3466376.39590999996
G48077044,"48","77044","02412203","4877044",Weinert,Weinert city,"25",C1,N,N,G4110,A,1251893.00000000000,0.00000000000,"+33.3234004","-099.6736736",4520.34958465000,1251894.88005000004
G48077152,"48","77152","02412207","4877152",Wellington,Wellington city,"25",C1,N,N,G4110,A,3572564.00000000000,0.00000000000,"+34.8538126","-100.2139816",12453.90039360000,3572563.12721000006
G48079180,"48","79180","02805826","4879180",Wildorado,Wildorado CDP,"57",U1,N,N,G4210,S,6090285.00000000000,890.00000000000,"+35.2092056","-102.2095147",13205.34881060000,6091174.74522999953
G48079612,"48","79612","02412276","4879612",Wilson,Wilson city,"25",C1,N,N,G4110,A,1672964.00000000000,0.00000000000,"+33.3193403","-101.7274989",6314.55729253000,1672965.76496999990
